ID;APOIO_ISOL_SOCIAL;COMP_FAM_ISOL_SOCIAL;FAIXA_ETARIA;NIVEL_ISOL_SOCIAL;SEXO
931;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
932;10;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
933;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
934;9;10;60 anos ou mais;Nao esta fazendo isolamento e nem reduziu o contato social;Feminino
935;0;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
936;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
937;0;0;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
938;5;9;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
939;5;3;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
940;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
941;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
942;10;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
943;9;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
944;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
945;5;9;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
946;10;10;Unknown;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Unknown
947;8;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
948;10;10;Unknown;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Unknown
949;5;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
950;10;9;60 anos ou mais;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
951;0;5;30 a 44 anos;Nao esta fazendo isolamento e nem reduziu o contato social;Feminino
952;5;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
953;5;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
954;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
955;7;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
956;10;8;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
957;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
958;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
959;9;8;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
960;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
961;5;9;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
962;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
963;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
964;7;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
965;5;10;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
966;10;7;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
967;8;6;16 a 29 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
968;10;10;16 a 29 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
969;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
970;7;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
971;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
972;10;9;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
973;10;10;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
974;10;9;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
975;5;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
976;10;5;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
977;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
978;7;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
979;2;4;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
980;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
981;5;7;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
982;10;9;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
983;4;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
984;10;10;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
985;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
986;10;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
987;10;5;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
988;5;5;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
989;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
990;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
991;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
992;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
993;10;7;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
994;8;9;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
995;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
996;7;9;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
997;10;7;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
998;4;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
999;5;8;16 a 29 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1000;10;8;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1001;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1002;10;6;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1003;3;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1004;5;7;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
1005;10;9;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1006;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1007;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1008;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1009;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1010;9;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1011;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1012;2;3;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1013;7;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1014;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1015;10;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
1016;9;9;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1017;10;6;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1018;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1019;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1020;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1021;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1022;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
1023;9;9;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
1024;5;3;45 a 59 anos;Nao esta fazendo isolamento e nem reduziu o contato social;Feminino
1025;10;8;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
1026;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1027;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1028;10;9;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
1029;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1030;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1031;10;5;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
1032;10;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
1033;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
1034;5;5;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
